tick,robot,x,y,heading,fwd_cmd,lat_cmd,yaw_cmd,dpos,d_collisions,dist_to_target
985,2,73.49,130.69,1.698,1.0,0.0,0.005,0.12,1,
985,3,59.65,124.9,-0.903,1.0,0.0,-0.012,0.12,1,
986,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
986,1,119.31,83.12,2.006,1.0,0.0,0.006,0.05,8,26.2
986,2,73.47,130.81,1.698,1.0,0.0,0.004,0.12,0,
986,3,59.72,124.81,-0.904,1.0,0.0,-0.009,0.12,0,
987,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
987,1,119.26,83.12,2.007,1.0,0.0,0.005,0.05,8,26.1
987,2,73.44,131.05,1.699,1.0,0.0,0.003,0.24,0,
987,3,59.87,124.62,-0.905,1.0,0.0,-0.007,0.24,0,
988,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
988,1,119.2,83.12,2.008,1.0,0.0,0.005,0.051,1,26.1
988,2,73.4,131.4,1.699,1.0,0.0,0.003,0.36,0,
988,3,60.1,124.33,-0.906,1.0,0.0,-0.005,0.36,0,
989,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
989,1,119.15,83.12,2.009,1.0,0.0,0.005,0.052,1,26.0
989,2,73.34,131.88,1.7,1.0,0.0,0.002,0.48,0,
989,3,60.39,123.96,-0.907,1.0,0.0,-0.004,0.48,0,
990,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
990,1,119.1,83.12,2.009,1.0,0.0,0.005,0.052,8,26.0
990,2,73.26,132.47,1.7,1.0,0.0,0.002,0.6,0,
990,3,60.76,123.48,-0.907,1.0,0.0,-0.003,0.6,0,
991,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
991,1,119.05,83.12,2.01,1.0,0.0,0.005,0.053,1,25.9
991,2,73.17,133.19,1.7,0.969,0.0,0.001,0.72,0,
991,3,61.2,122.92,-0.908,1.0,0.0,-0.003,0.72,0,
992,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
992,1,118.99,83.12,2.011,1.0,0.0,0.005,0.053,1,25.9
992,2,73.06,134.02,1.7,0.897,0.0,0.001,0.84,0,
992,3,61.72,122.26,-0.908,1.0,0.0,-0.002,0.84,0,
993,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
993,1,118.94,83.13,2.012,1.0,0.0,0.006,0.054,8,25.8
993,2,72.93,134.97,1.701,0.813,0.0,0.001,0.96,0,
993,3,62.31,121.5,-0.908,1.0,0.0,-0.002,0.96,0,
994,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
994,1,118.89,83.13,2.013,1.0,0.0,0.006,0.054,8,25.8
994,2,72.79,136.04,1.701,0.717,0.0,0.001,1.075,0,
994,3,62.98,120.65,-0.909,1.0,0.0,-0.001,1.08,0,
995,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
995,1,118.83,83.13,2.014,1.0,0.0,0.006,0.055,1,25.7
995,2,72.67,136.5,1.701,0.609,0.0,0.001,0.476,1,
995,3,63.71,119.7,-0.909,1.0,0.0,-0.001,1.2,0,
996,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
996,1,118.78,83.13,2.015,1.0,0.0,0.006,0.055,8,25.7
996,2,72.66,136.5,1.699,0.562,0.0,-0.014,0.016,1,
996,3,64.53,118.66,-0.909,1.0,0.0,-0.001,1.32,0,
997,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
997,1,118.72,83.13,2.016,1.0,0.0,0.006,0.056,8,25.6
997,2,72.64,136.5,1.696,0.562,0.0,-0.015,0.015,1,
997,3,65.41,117.52,-0.909,1.0,0.0,-0.001,1.44,0,
998,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
998,1,118.66,83.14,2.017,1.0,0.0,0.006,0.057,8,25.6
998,2,72.63,136.5,1.694,0.562,0.0,-0.015,0.015,1,
998,3,66.33,116.34,-0.909,1.0,0.0,-0.0,1.5,0,
999,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
999,1,118.61,83.14,2.018,1.0,0.0,0.006,0.057,1,25.5
999,2,72.61,136.5,1.692,0.561,0.0,-0.016,0.015,1,
999,3,67.25,115.16,-0.909,1.0,0.0,-0.0,1.5,0,
1000,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1000,1,118.55,83.14,2.036,0.477,0.0,1.0,0.058,1,42.8
1000,2,72.61,136.5,1.672,0.0,0.0,-1.0,0.0,0,
1000,3,68.09,114.08,-0.927,0.912,0.0,-0.605,1.368,0,
1001,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1001,1,118.49,83.14,2.072,0.498,0.0,1.0,0.06,8,42.7
1001,2,72.61,136.5,1.634,0.0,0.0,-1.0,0.0,0,
1001,3,68.91,112.99,-0.962,0.907,0.0,-0.622,1.36,0,
1002,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1002,1,118.42,83.15,2.126,0.533,0.0,1.0,0.064,1,42.7
1002,2,72.61,136.5,1.579,0.0,0.0,-1.0,0.0,0,
1002,3,69.69,111.87,-1.014,0.908,0.0,-0.619,1.361,0,
1003,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1003,1,118.35,83.15,2.197,0.581,0.0,1.0,0.07,1,42.7
1003,2,72.61,136.5,1.507,0.0,0.0,-1.0,0.0,0,
1003,3,70.42,110.71,-1.084,0.915,0.0,-0.593,1.372,0,
1004,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1004,1,118.28,83.16,2.285,0.642,0.0,1.0,0.078,8,42.6
1004,2,72.61,136.5,1.417,0.0,0.0,-1.0,0.0,0,
1004,3,71.07,109.48,-1.17,0.928,0.0,-0.545,1.392,0,
1005,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1005,1,118.19,83.17,2.391,0.711,0.0,1.0,0.086,1,42.6
1005,2,72.61,136.5,1.309,0.0,0.0,-1.0,0.0,0,
1005,3,71.62,108.17,-1.245,0.945,0.0,-0.476,1.417,0,
1006,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1006,1,118.1,83.17,2.514,0.786,0.0,0.952,0.095,8,42.5
1006,2,72.61,136.5,1.184,0.0,0.0,-1.0,0.0,0,
1006,3,72.08,106.81,-1.307,0.962,0.0,-0.396,1.443,0,
1007,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1007,1,117.99,83.18,2.635,0.86,0.0,0.765,0.104,1,42.4
1007,2,72.61,136.5,1.042,0.0,0.0,-1.0,0.0,0,
1007,3,72.45,105.46,-1.387,0.932,0.0,-0.531,1.398,0,
1008,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1008,1,117.88,83.2,2.737,0.918,0.0,0.581,0.111,1,42.4
1008,2,72.61,136.5,0.885,0.0,0.0,-1.0,0.0,0,
1008,3,72.7,104.11,-1.449,0.912,0.0,0.602,1.369,0,
1009,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1009,1,117.77,83.21,2.822,0.957,0.0,0.422,0.115,8,42.3
1009,2,72.61,136.5,0.728,0.0,0.0,-1.0,0.0,0,
1009,3,72.86,102.8,-1.493,0.879,0.0,0.711,1.318,0,
1010,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1010,1,117.65,83.22,2.89,0.98,0.0,0.287,0.118,1,42.2
1010,2,72.61,136.5,0.571,0.0,0.0,-1.0,0.0,0,
1010,3,72.95,101.54,-1.521,0.848,0.0,0.799,1.272,0,
1011,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1011,1,117.53,83.24,2.94,0.992,0.0,0.177,0.119,1,42.1
1011,2,72.61,136.5,0.414,0.0,0.0,-1.0,0.0,0,
1011,3,73.02,100.3,-1.53,0.823,0.0,0.863,1.234,0,
1012,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1012,1,117.42,83.26,2.973,0.998,0.0,0.092,0.12,8,42.1
1012,2,72.62,136.5,0.257,0.001,0.0,-1.0,0.002,1,
1012,3,73.07,99.1,-1.522,0.806,0.0,0.905,1.209,0,
1013,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1013,1,117.3,83.27,2.988,1.0,0.0,0.032,0.12,1,42.0
1013,2,72.73,136.5,0.099,0.158,0.0,-1.0,0.116,1,
1013,3,73.12,97.9,-1.497,0.799,0.0,0.923,1.198,0,
1014,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1014,1,117.18,83.29,2.987,1.0,0.0,-0.004,0.12,0,41.9
1014,2,72.85,136.5,-0.058,0.306,0.0,-1.0,0.119,1,
1014,3,73.21,96.7,-1.454,0.801,0.0,0.917,1.202,0,
1015,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1015,1,116.94,83.33,2.985,1.0,0.0,-0.017,0.24,0,41.8
1015,2,72.97,136.49,-0.215,0.447,0.0,-1.0,0.12,0,
1015,3,73.35,95.49,-1.394,0.814,0.0,0.886,1.221,0,
1016,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1016,1,116.59,83.39,2.978,1.0,0.0,-0.04,0.36,0,41.5
1016,2,73.21,136.44,-0.372,0.578,0.0,-1.0,0.24,0,
1016,3,73.57,94.25,-1.316,0.835,0.0,0.831,1.253,0,
1017,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1017,1,116.11,83.46,2.967,0.999,0.0,-0.072,0.48,0,41.2
1017,2,73.54,136.31,-0.529,0.692,0.0,-1.0,0.36,0,
1017,3,73.9,93.0,-1.221,0.865,0.0,0.751,1.297,0,
1018,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1018,1,115.52,83.57,2.95,0.997,0.0,-0.111,0.6,0,40.8
1018,2,73.96,136.07,-0.677,0.789,0.0,-0.945,0.48,0,
1018,3,74.36,91.73,-1.119,0.899,0.0,0.646,1.349,0,
1019,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1019,1,114.81,83.71,2.925,0.994,0.0,-0.154,0.72,0,40.4
1019,2,74.42,135.69,-0.808,0.864,0.0,-0.755,0.6,0,
1019,3,74.97,90.47,-1.035,0.932,0.0,0.53,1.398,0,
1020,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1020,1,113.99,83.89,2.894,0.99,0.0,-0.2,0.84,0,39.8
1020,2,74.92,135.17,-0.922,0.915,0.0,-0.592,0.72,0,
1020,3,75.7,89.24,-0.967,0.954,0.0,0.436,1.431,0,
1021,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1021,1,113.06,84.12,2.855,0.985,0.0,-0.247,0.96,0,39.2
1021,2,75.43,134.5,-1.018,0.95,0.0,-0.455,0.84,0,
1021,3,76.53,88.05,-0.91,0.968,0.0,0.362,1.452,0,
1022,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1022,1,112.03,84.43,2.809,0.979,0.0,-0.295,1.08,0,38.5
1022,2,75.93,133.69,-1.096,0.971,0.0,-0.343,0.96,0,
1022,3,77.43,86.89,-0.863,0.978,0.0,0.301,1.467,0,
1023,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1023,1,110.89,84.82,2.755,0.971,0.0,-0.343,1.2,0,37.7
1023,2,76.43,132.73,-1.157,0.984,0.0,-0.254,1.08,0,
1023,3,78.39,85.77,-0.823,0.984,0.0,0.252,1.477,0,
1024,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1024,1,109.67,85.32,2.694,0.963,0.0,-0.388,1.32,0,36.7
1024,2,76.91,131.63,-1.2,0.991,0.0,-0.187,1.2,0,
1024,3,79.4,84.68,-0.79,0.989,0.0,0.213,1.483,0,
1025,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1025,1,108.38,85.94,2.627,0.955,0.0,-0.43,1.433,0,35.7
1025,2,77.39,130.4,-1.226,0.995,0.0,-0.14,1.32,0,
1025,3,80.45,83.62,-0.761,0.992,0.0,0.18,1.488,0,
1026,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1026,1,107.14,86.64,2.553,0.947,0.0,-0.468,1.42,0,34.6
1026,2,77.87,129.04,-1.244,0.997,0.0,-0.112,1.44,0,
1026,3,81.52,82.6,-0.734,0.993,0.0,0.172,1.489,0,
1027,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1027,1,105.97,87.42,2.476,0.942,0.0,-0.491,1.412,0,33.5
1027,2,78.35,127.62,-1.258,0.998,0.0,-0.091,1.497,0,
1027,3,82.63,81.6,-0.714,0.996,0.0,0.128,1.494,0,
1028,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1028,1,104.86,88.29,2.397,0.939,0.0,-0.502,1.408,0,32.3
1028,2,78.81,126.2,-1.269,0.999,0.0,-0.069,1.498,0,
1028,3,83.76,80.62,-0.697,0.997,0.0,0.111,1.495,0,
1029,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1029,1,103.83,89.24,2.317,0.938,0.0,-0.507,1.407,0,31.1
1029,2,79.26,124.77,-1.276,0.999,0.0,-0.045,1.499,0,
1029,3,84.91,79.66,-0.681,0.998,0.0,0.098,1.496,0,
1030,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1030,1,102.98,90.16,2.255,0.461,0.0,1.0,1.247,0,30.0
1030,2,79.69,123.33,-1.28,1.0,0.0,-0.02,1.5,0,
1030,3,86.07,78.71,-0.668,0.998,0.0,0.087,1.497,0,
1031,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1031,1,102.29,91.0,2.211,0.423,0.0,1.0,1.087,0,29.0
1031,2,80.12,121.89,-1.279,1.0,0.0,0.005,1.5,0,
1031,3,87.25,77.79,-0.655,0.998,0.0,0.078,1.498,0,
1032,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1032,1,101.74,91.74,2.184,0.397,0.0,1.0,0.927,0,28.2
1032,2,80.56,120.46,-1.274,1.0,0.0,0.03,1.5,0,
1032,3,88.44,76.87,-0.644,0.999,0.0,0.072,1.498,0,
1033,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1033,1,101.3,92.37,2.174,0.384,0.0,1.0,0.767,0,27.5
1033,2,80.99,119.02,-1.266,0.999,0.0,0.053,1.499,0,
1033,3,89.51,76.07,-0.633,0.867,0.0,0.069,1.338,0,
1034,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1034,1,100.95,92.87,2.182,0.385,0.0,1.0,0.607,0,26.9
1034,2,81.44,117.6,-1.254,0.999,0.0,0.076,1.498,0,
1034,3,90.46,75.37,-0.623,0.734,0.0,0.066,1.178,0,
1035,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1035,1,100.61,93.36,2.207,0.4,0.0,1.0,0.6,0,26.4
1035,2,81.91,116.17,-1.239,0.998,0.0,0.095,1.497,0,
1035,3,91.28,74.78,-0.613,0.616,0.0,0.064,1.018,0,
1036,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1036,1,100.23,93.88,2.25,0.431,0.0,1.0,0.647,0,25.8
1036,2,82.4,114.76,-1.222,0.997,0.0,0.111,1.495,0,
1036,3,91.99,74.28,-0.603,0.515,0.0,0.062,0.858,0,
1037,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1037,1,99.77,94.44,2.311,0.479,0.0,1.0,0.719,0,25.1
1037,2,82.91,113.35,-1.202,0.996,0.0,0.123,1.494,0,
1037,3,92.56,73.89,-0.594,0.429,0.0,0.06,0.698,0,
1038,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1038,1,99.21,95.06,2.353,0.84,0.0,-0.82,0.839,0,24.4
1038,2,83.45,111.96,-1.182,0.996,0.0,0.131,1.494,0,
1038,3,93.01,73.59,-0.585,0.359,0.0,0.058,0.539,0,
1039,0,37.13,46.6,2.999,1.0,0.0,-0.0,0.0,8,12.5
1039,1,98.53,95.74,2.379,0.805,0.0,-0.908,0.959,0,23.7
1039,2,84.01,110.58,-1.154,0.992,0.0,0.177,1.489,0,
1039,3,93.39,73.33,-0.575,0.306,0.0,0.06,0.458,0,
1040,0,37.13,46.6,2.981,0.0,0.0,-1.0,0.0,8,24.6
1040,1,97.95,96.29,2.422,0.0,0.0,1.0,0.799,0,50.4
1040,2,84.62,109.22,-1.132,0.995,0.0,0.141,1.493,0,
1040,3,93.64,73.17,-0.583,0.0,0.0,-1.0,0.298,0,
1041,0,37.13,46.6,2.946,0.0,0.0,-1.0,0.0,8,24.6
1041,1,97.47,96.71,2.482,0.0,0.0,1.0,0.639,0,51.0
1041,2,85.25,107.87,-1.114,0.997,0.0,0.112,1.495,0,
1041,3,93.76,73.1,-0.609,0.0,0.0,-1.0,0.138,0,
1042,0,37.13,46.6,2.894,0.0,0.0,-1.0,0.0,8,24.6
1042,1,97.22,96.9,2.56,0.0,0.0,1.0,0.321,1,51.3
1042,2,85.79,106.62,-1.1,0.998,0.0,0.089,1.354,1,
1042,3,93.76,73.1,-0.652,0.0,0.0,-1.0,0.0,0,
1043,0,37.13,46.6,2.824,0.0,0.0,-1.0,0.0,8,24.6
1043,1,97.26,96.87,2.655,0.0,0.0,1.0,0.055,1,51.3
1043,2,85.8,106.55,-1.089,0.999,0.0,0.072,0.072,1,
1043,3,93.76,73.1,-0.712,0.0,0.0,-1.0,0.0,0,
1044,0,37.13,46.6,2.736,0.0,0.0,-1.0,0.0,8,24.6
1044,1,97.3,96.83,2.768,0.0,0.0,1.0,0.056,1,51.2
1044,2,85.82,106.48,-1.08,0.999,0.0,0.057,0.072,1,
1044,3,93.76,73.1,-0.79,0.0,0.0,-1.0,0.0,0,
1045,0,37.13,46.6,2.631,0.0,0.0,-1.0,0.0,8,24.6
1045,1,97.34,96.8,2.899,0.0,0.0,1.0,0.056,1,51.1
1045,2,85.83,106.41,-1.073,1.0,0.0,0.044,0.072,1,
1045,3,93.76,73.1,-0.886,0.0,0.0,-1.0,0.0,0,
1046,0,37.13,46.6,2.509,0.0,0.0,-1.0,0.0,8,24.6
1046,1,97.39,96.76,3.047,0.0,0.0,1.0,0.056,1,51.1
1046,2,85.85,106.34,-1.067,1.0,0.0,0.035,0.071,1,
1046,3,93.76,73.1,-0.999,0.0,0.0,-1.0,0.0,0,
1047,0,37.13,46.6,2.369,0.0,0.0,-1.0,0.0,8,24.6
1047,1,97.43,96.73,-3.08,0.0,0.0,1.0,0.056,1,51.0
1047,2,85.86,106.27,-1.063,1.0,0.0,0.028,0.071,1,
1047,3,93.76,73.1,-1.13,0.0,0.0,-1.0,0.0,0,
1048,0,37.13,46.6,2.212,0.0,0.0,-1.0,0.0,8,24.6
1048,1,97.47,96.69,-2.922,0.0,0.0,1.0,0.056,1,51.0
1048,2,85.88,106.2,-1.06,1.0,0.0,0.022,0.071,1,
1048,3,93.76,73.1,-1.278,0.0,0.0,-1.0,0.0,0,
1049,0,37.13,46.6,2.055,0.0,0.0,-1.0,0.0,8,24.6
1049,1,97.52,96.66,-2.765,0.0,0.0,1.0,0.056,1,50.9
1049,2,85.89,106.13,-1.057,1.0,0.0,0.017,0.071,1,
1049,3,93.76,73.1,-1.435,0.0,0.0,-1.0,0.0,0,
1050,0,37.13,46.6,1.898,0.0,0.0,-1.0,0.0,8,24.6
1050,1,97.56,96.62,-2.608,0.0,0.0,1.0,0.056,1,50.9
1050,2,85.91,106.07,-1.055,1.0,0.0,0.014,0.071,1,
1050,3,93.76,73.1,-1.592,0.0,0.0,-1.0,0.0,0,
1051,0,37.14,46.71,1.741,0.148,0.0,-1.0,0.107,1,24.7
1051,1,97.52,96.51,-2.469,0.862,0.0,0.76,0.118,1,50.9
1051,2,85.91,106.01,-1.053,1.0,0.0,0.011,0.056,1,
1051,3,93.75,72.99,-1.749,0.071,0.0,-1.0,0.107,0,
1052,0,37.16,46.82,1.583,0.299,0.0,-1.0,0.115,1,24.8
1052,1,97.47,96.39,-2.347,0.923,0.0,0.564,0.125,1,50.8
1052,2,85.91,105.95,-1.051,1.0,0.0,0.009,0.061,1,
1052,3,93.71,72.77,-1.906,0.222,0.0,-1.0,0.227,0,
1053,0,37.17,46.94,1.426,0.442,0.0,-1.0,0.119,1,24.9
1053,1,97.44,96.27,-2.242,0.962,0.0,0.393,0.13,1,50.8
1053,2,85.93,105.88,-1.05,1.0,0.0,0.008,0.066,1,
1053,3,93.6,72.44,-2.063,0.362,0.0,-1.0,0.347,0,
1054,0,37.19,47.06,1.269,0.575,0.0,-1.0,0.12,0,25.0
1054,1,97.4,96.14,-2.155,0.985,0.0,0.248,0.133,1,50.8
1054,2,85.94,105.81,-1.049,1.0,0.0,0.007,0.071,1,
1054,3,93.38,72.03,-2.22,0.49,0.0,-1.0,0.467,0,
1055,0,37.26,47.29,1.112,0.694,0.0,-1.0,0.24,0,25.1
1055,1,97.38,96.01,-2.085,0.996,0.0,0.127,0.135,1,50.7
1055,2,85.97,105.74,-1.048,1.0,0.0,0.005,0.075,1,
1055,3,93.02,71.56,-2.377,0.606,0.0,-1.0,0.587,0,
1056,0,37.42,47.61,0.966,0.794,0.0,-0.934,0.36,0,25.3
1056,1,97.35,95.87,-2.033,1.0,0.0,0.031,0.136,1,50.7
1056,2,85.99,105.67,-1.048,1.0,0.0,0.005,0.079,1,
1056,3,92.51,71.07,-2.534,0.707,0.0,-1.0,0.707,0,
1057,0,37.69,48.0,0.836,0.869,0.0,-0.741,0.48,0,25.6
1057,1,97.33,95.74,-1.999,1.0,0.0,-0.04,0.137,1,50.7
1057,2,86.02,105.59,-1.047,1.0,0.0,0.004,0.082,1,
1057,3,91.83,70.6,-2.681,0.794,0.0,-0.932,0.827,0,
1058,0,38.1,48.45,0.725,0.919,0.0,-0.579,0.6,0,25.8
1058,1,97.31,95.6,-1.982,0.998,0.0,-0.085,0.137,1,50.6
1058,2,86.05,105.51,-1.046,1.0,0.0,0.003,0.083,1,
1058,3,90.99,70.18,-2.81,0.862,0.0,-0.759,0.947,0,
1059,0,38.64,48.93,0.63,0.951,0.0,-0.45,0.72,0,26.1
1059,1,97.29,95.47,-1.982,0.997,0.0,-0.106,0.137,1,50.6
1059,2,86.08,105.44,-1.046,1.0,0.0,0.003,0.084,1,
1059,3,89.98,69.83,-2.921,0.91,0.0,-0.611,1.067,0,
1060,0,39.31,49.42,0.554,0.97,0.0,-0.353,0.84,0,26.3
1060,1,97.27,95.33,-1.998,0.997,0.0,-0.102,0.137,1,50.5
1060,2,86.11,105.36,-1.046,1.0,0.0,0.002,0.084,1,
1060,3,88.82,69.57,-3.015,0.943,0.0,-0.487,1.187,0,
1061,0,40.13,49.93,0.494,0.98,0.0,-0.288,0.96,0,26.5
1061,1,97.25,95.2,-2.01,0.999,0.0,-0.075,0.137,1,50.5
1061,2,86.14,105.28,-1.045,1.0,0.0,0.002,0.084,1,
1061,3,87.52,69.4,-3.092,0.964,0.0,-0.386,1.307,0,
1062,0,41.08,50.44,0.453,0.984,0.0,-0.254,1.08,0,26.7
1062,1,97.23,95.06,-2.019,0.999,0.0,-0.055,0.137,1,50.4
1062,2,86.18,105.2,-1.045,1.0,0.0,0.002,0.083,1,
1062,3,86.1,69.33,3.133,0.977,0.0,-0.308,1.427,0,
1063,0,42.16,50.96,0.413,0.985,0.0,-0.251,1.2,0,26.9
1063,1,97.2,94.93,-2.025,1.0,0.0,-0.039,0.137,1,50.4
1063,2,86.21,105.13,-1.045,1.0,0.0,0.002,0.083,1,
1063,3,84.83,69.34,3.091,0.0,0.0,1.0,1.267,0,
1064,0,43.37,51.49,0.373,0.984,0.0,-0.257,1.32,0,27.2
1064,1,97.18,94.79,-2.029,1.0,0.0,-0.026,0.137,1,50.4
1064,2,86.24,105.05,-1.044,1.0,0.0,0.002,0.083,1,
1064,3,84.2,69.29,3.067,0.0,0.0,1.0,0.63,1,
1065,0,44.45,51.92,0.315,0.0,0.0,-1.0,1.16,0,27.4
1065,1,97.16,94.65,-2.031,1.0,0.0,-0.017,0.137,1,50.3
1065,2,86.27,104.97,-1.044,1.0,0.0,0.002,0.082,1,
1065,3,84.2,69.29,3.061,0.0,0.0,1.0,0.0,0,
1066,0,45.4,52.23,0.239,0.0,0.0,-1.0,1.0,0,27.6
1066,1,97.13,94.52,-2.033,1.0,0.0,-0.009,0.137,1,50.3
1066,2,86.3,104.9,-1.044,1.0,0.0,0.001,0.082,1,
1066,3,84.2,69.29,3.072,0.0,0.0,1.0,0.0,0,
1067,0,46.22,52.42,0.146,0.0,0.0,-1.0,0.84,0,27.8
1067,1,97.11,94.38,-2.033,1.0,0.0,-0.003,0.137,1,50.2
1067,2,86.33,104.82,-1.044,1.0,0.0,0.001,0.082,1,
1067,3,84.2,69.29,3.1,0.0,0.0,1.0,0.0,0,
1068,0,46.89,52.52,0.036,0.0,0.0,-1.0,0.68,0,27.8
1068,1,97.08,94.25,-2.033,1.0,0.0,0.001,0.137,1,50.2
1068,2,86.36,104.74,-1.044,1.0,0.0,0.001,0.083,1,
1068,3,84.2,69.29,-3.137,0.0,0.0,1.0,0.0,0,
1069,0,47.41,52.54,-0.092,0.018,0.0,-1.0,0.52,0,27.8
1069,1,97.06,94.11,-2.033,1.0,0.0,0.005,0.137,1,50.2
1069,2,86.4,104.67,-1.043,1.0,0.0,0.001,0.083,1,
1069,3,84.2,69.29,-3.073,0.0,0.0,1.0,0.0,0,
1070,0,47.77,52.51,-0.237,0.127,0.0,-1.0,0.36,0,27.8
1070,1,97.03,93.98,-2.031,1.0,0.0,0.007,0.138,1,50.1
1070,2,86.43,104.59,-1.043,1.0,0.0,0.001,0.083,1,
1070,3,84.2,69.29,-2.992,0.0,0.0,1.0,0.0,0,
1071,0,48.14,52.42,-0.395,0.257,0.0,-1.0,0.385,0,27.7
1071,1,97.0,93.84,-2.03,1.0,0.0,0.009,0.138,1,50.1
1071,2,86.46,104.52,-1.043,1.0,0.0,0.001,0.083,1,
1071,3,84.2,69.29,-2.894,0.0,0.0,1.0,0.0,0,
1072,0,48.61,52.22,-0.552,0.392,0.0,-1.0,0.505,0,27.5
1072,1,96.98,93.71,-2.028,1.0,0.0,0.011,0.138,1,50.1
1072,2,86.5,104.44,-1.043,1.0,0.0,0.001,0.083,1,
1072,3,84.2,69.29,-2.778,0.0,0.0,1.0,0.0,0,
1073,0,49.14,51.9,-0.709,0.517,0.0,-1.0,0.625,0,27.2
1073,1,96.95,93.57,-2.026,1.0,0.0,0.012,0.138,1,50.0
1073,2,86.53,104.36,-1.043,1.0,0.0,0.001,0.084,1,
1073,3,84.2,69.29,-2.644,0.0,0.0,1.0,0.0,0,
1074,0,49.7,51.41,-0.866,0.629,0.0,-1.0,0.745,0,26.7
1074,1,96.92,93.44,-2.024,1.0,0.0,0.013,0.138,1,50.0
1074,2,86.57,104.29,-1.043,1.0,0.0,0.001,0.084,1,
1074,3,84.2,69.29,-2.493,0.0,0.0,1.0,0.0,0,
1075,0,50.27,50.75,-1.023,0.728,0.0,-1.0,0.865,0,26.1
1075,1,96.9,93.3,-2.022,1.0,0.0,0.014,0.138,1,50.0
1075,2,86.6,104.21,-1.042,1.0,0.0,0.001,0.084,1,
1075,3,84.2,69.29,-2.336,0.0,0.0,1.0,0.0,0,
1076,0,50.78,49.91,-1.162,0.814,0.0,-0.886,0.985,0,25.3
