tick,robot,x,y,heading,fwd_cmd,lat_cmd,yaw_cmd,dpos,d_collisions
199,2,22.51,36.08,1.39,1.0,0.0,-0.0,0.0,1
199,3,35.87,87.16,0.866,0.975,0.0,0.322,1.462,0
200,0,52.84,100.92,-2.224,0.0,0.0,0.0,1.175,0
200,1,125.18,35.28,-2.558,0.0,0.0,-1.0,1.293,0
200,2,22.51,36.08,1.373,0.511,0.0,-1.0,0.0,8
200,3,36.72,88.15,0.899,0.0,0.0,-1.0,1.302,0
201,0,52.22,100.11,-2.226,0.0,0.0,0.0,1.015,0
201,1,124.24,34.66,-2.649,0.0,0.0,-1.0,1.133,0
201,2,22.51,36.08,1.338,0.526,0.0,-1.0,0.002,8
201,3,37.43,89.04,0.914,0.0,0.0,-1.0,1.142,0
202,0,51.7,99.43,-2.226,0.0,0.0,0.0,0.855,0
202,1,123.38,34.2,-2.758,0.0,0.0,-1.0,0.973,0
202,2,22.52,36.08,1.285,0.555,0.0,-1.0,0.006,1
202,3,38.03,89.82,0.912,0.0,0.0,-1.0,0.982,0
203,0,51.28,98.88,-2.226,0.0,0.0,0.0,0.695,0
203,1,122.62,33.89,-2.884,0.0,0.0,-1.0,0.813,0
203,2,22.53,36.08,1.215,0.598,0.0,-1.0,0.013,8
203,3,38.53,90.47,0.893,0.0,0.0,-1.0,0.822,0
204,0,51.32,98.69,-2.226,0.0,0.0,0.0,0.201,1
204,1,121.99,33.73,-3.027,0.0,0.0,-1.0,0.653,0
204,2,22.55,36.07,1.128,0.653,0.0,-1.0,0.021,1
204,3,38.58,90.76,0.856,0.0,0.0,-1.0,0.293,1
205,0,51.32,98.69,-2.226,0.0,0.0,0.0,0.0,0
205,1,121.5,33.67,3.099,0.0,0.0,-1.0,0.493,0
205,2,22.58,36.07,1.023,0.718,0.0,-1.0,0.032,1
205,3,38.58,90.76,0.801,0.0,0.0,-1.0,0.0,0
206,0,51.32,98.69,-2.226,0.0,0.0,0.0,0.0,0
206,1,121.17,33.69,2.942,0.0,0.0,-1.0,0.333,0
206,2,22.63,36.06,0.9,0.788,0.0,-0.948,0.044,1
206,3,38.58,90.76,0.729,0.0,0.0,-1.0,0.0,0
207,0,51.32,98.69,-2.226,0.0,0.0,0.0,0.0,0
207,1,121.0,33.72,2.784,0.0,0.0,-1.0,0.173,0
207,2,22.68,36.05,0.779,0.858,0.0,-0.77,0.058,1
207,3,38.58,90.76,0.64,0.0,0.0,-1.0,0.0,0
208,0,51.32,98.69,-2.226,0.0,0.0,0.0,0.0,0
208,1,120.99,33.72,2.627,0.0,0.0,-1.0,0.013,0
208,2,22.75,36.04,0.675,0.915,0.0,-0.594,0.071,1
208,3,38.58,90.76,0.533,0.0,0.0,-1.0,0.0,0
209,0,51.32,98.69,-2.226,0.0,0.0,0.0,0.0,0
209,1,120.99,33.72,2.47,0.0,0.0,-1.0,0.0,0
209,2,22.83,36.03,0.589,0.953,0.0,-0.442,0.081,1
209,3,38.58,90.76,0.409,0.0,0.0,-1.0,0.0,0
210,0,51.36,98.72,-2.226,0.0,0.0,0.0,0.054,1
210,1,120.99,33.72,2.313,0.0,0.0,-1.0,0.0,0
210,2,22.92,36.01,0.521,0.976,0.0,-0.314,0.089,1
210,3,38.64,90.78,0.267,0.073,0.0,-1.0,0.056,1
211,0,51.41,98.75,-2.226,0.0,0.0,0.0,0.057,1
211,1,120.99,33.72,2.156,0.0,0.0,-1.0,0.0,0
211,2,23.02,36.0,0.47,0.989,0.0,-0.21,0.095,1
211,3,38.7,90.78,0.109,0.21,0.0,-1.0,0.067,1
212,0,51.46,98.77,-2.226,0.0,0.0,0.0,0.054,1
212,1,120.99,33.72,1.999,0.0,0.0,-1.0,0.0,0
212,2,23.11,35.99,0.436,0.996,0.0,-0.131,0.099,1
212,3,38.78,90.76,-0.048,0.358,0.0,-1.0,0.075,1
213,0,51.5,98.8,-2.226,0.0,0.0,0.0,0.049,1
213,1,120.94,33.83,1.842,0.148,0.0,-1.0,0.12,0
213,2,23.21,35.97,0.42,0.999,0.0,-0.077,0.102,1
213,3,38.85,90.73,-0.205,0.497,0.0,-1.0,0.085,1
214,0,51.53,98.82,-2.226,0.0,0.0,0.0,0.043,1
214,1,120.87,34.06,1.685,0.292,0.0,-1.0,0.24,0
214,2,23.32,35.96,0.413,0.999,0.0,-0.048,0.103,1
214,3,38.94,90.68,-0.362,0.625,0.0,-1.0,0.094,1
215,0,51.56,98.84,-2.226,0.0,0.0,0.0,0.035,1
215,1,120.83,34.42,1.528,0.423,0.0,-1.0,0.36,0
215,2,23.42,35.95,0.408,1.0,0.0,-0.031,0.104,1
215,3,39.02,90.62,-0.519,0.738,0.0,-1.0,0.103,1
216,0,51.59,98.86,-2.226,0.0,0.0,0.0,0.027,1
216,1,120.85,34.9,1.371,0.541,0.0,-1.0,0.48,0
216,2,23.52,35.94,0.405,1.0,0.0,-0.017,0.105,1
216,3,39.1,90.54,-0.658,0.833,0.0,-0.837,0.111,1
217,0,51.6,98.87,-2.226,0.0,0.0,0.0,0.019,1
217,1,120.97,35.49,1.214,0.646,0.0,-1.0,0.6,0
217,2,23.63,35.93,0.404,1.0,0.0,-0.006,0.106,1
217,3,39.18,90.46,-0.78,0.901,0.0,-0.641,0.116,1
218,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.011,1
218,1,121.24,36.04,1.057,0.741,0.0,-1.0,0.613,8
218,2,23.74,35.92,0.405,1.0,0.0,0.002,0.106,1
218,3,39.26,90.37,-0.885,0.947,0.0,-0.469,0.118,1
219,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.005,1
219,1,121.32,36.05,0.917,0.83,0.0,-0.846,0.076,8
219,2,23.84,35.91,0.406,1.0,0.0,0.008,0.107,8
219,3,39.33,90.27,-0.972,0.975,0.0,-0.321,0.12,1
220,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
220,1,121.41,36.07,0.795,0.901,0.0,-0.64,0.088,1
220,2,23.95,35.9,0.408,1.0,0.0,0.014,0.107,1
220,3,39.4,90.17,-1.042,0.99,0.0,-0.198,0.12,0
221,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
221,1,121.5,36.08,0.69,0.949,0.0,-0.458,0.098,1
221,2,24.06,35.9,0.411,1.0,0.0,0.018,0.107,1
221,3,39.52,89.97,-1.094,0.998,0.0,-0.1,0.24,0
222,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
222,1,121.61,36.1,0.603,0.978,0.0,-0.3,0.105,8
222,2,24.16,35.89,0.414,1.0,0.0,0.021,0.108,1
222,3,39.68,89.65,-1.128,1.0,0.0,-0.027,0.36,0
223,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
223,1,121.71,36.12,0.534,0.993,0.0,-0.167,0.11,8
223,2,24.27,35.89,0.418,1.0,0.0,0.023,0.108,1
223,3,39.89,89.21,-1.145,1.0,0.0,0.022,0.48,0
224,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
224,1,121.83,36.15,0.482,0.999,0.0,-0.058,0.114,1
224,2,24.38,35.88,0.422,1.0,0.0,0.025,0.108,1
224,3,40.13,88.67,-1.145,0.999,0.0,0.047,0.6,0
225,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
225,1,121.94,36.17,0.447,1.0,0.0,0.026,0.116,8
225,2,24.49,35.88,0.426,1.0,0.0,0.027,0.108,8
225,3,40.43,88.01,-1.138,0.999,0.0,0.048,0.72,0
226,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
226,1,122.05,36.2,0.43,0.998,0.0,0.086,0.117,1
226,2,24.6,35.88,0.43,1.0,0.0,0.028,0.109,8
226,3,40.79,87.25,-1.131,1.0,0.0,0.039,0.84,0
227,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
227,1,122.17,36.22,0.43,0.996,0.0,0.12,0.118,1
227,2,24.7,35.88,0.435,1.0,0.0,0.029,0.109,1
227,3,41.19,86.38,-1.126,1.0,0.0,0.032,0.96,0
228,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
228,1,122.28,36.25,0.448,0.996,0.0,0.129,0.118,1
228,2,24.81,35.88,0.44,1.0,0.0,0.03,0.109,8
228,3,41.66,85.41,-1.122,1.0,0.0,0.027,1.08,0
229,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
229,1,122.4,36.28,0.466,0.997,0.0,0.114,0.118,1
229,2,24.92,35.88,0.445,1.0,0.0,0.031,0.109,8
229,3,42.18,84.32,-1.119,1.0,0.0,0.023,1.2,0
230,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
230,1,122.51,36.31,0.482,0.998,0.0,0.098,0.118,1
230,2,25.03,35.88,0.45,1.0,0.0,0.032,0.109,1
230,3,42.76,83.14,-1.115,1.0,0.0,0.02,1.32,0
231,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
231,1,122.62,36.34,0.495,0.998,0.0,0.086,0.117,8
231,2,25.14,35.88,0.455,1.0,0.0,0.032,0.11,1
231,3,43.39,81.84,-1.113,1.0,0.0,0.017,1.44,0
232,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
232,1,122.74,36.38,0.507,0.999,0.0,0.077,0.117,1
232,2,25.25,35.89,0.46,1.0,0.0,0.033,0.11,2
232,3,44.05,80.5,-1.11,1.0,0.0,0.016,1.5,0
233,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
233,1,122.85,36.41,0.518,0.999,0.0,0.07,0.117,8
233,2,25.36,35.89,0.465,1.0,0.0,0.033,0.11,1
233,3,44.65,79.3,-1.09,0.0,0.0,1.0,1.34,0
234,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
234,1,122.96,36.44,0.528,0.999,0.0,0.064,0.117,1
234,2,25.47,35.9,0.47,1.0,0.0,0.033,0.11,1
234,3,45.19,78.25,-1.053,0.0,0.0,1.0,1.18,0
235,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
235,1,123.07,36.48,0.538,0.999,0.0,0.059,0.117,8
235,2,25.58,35.91,0.476,1.0,0.0,0.034,0.11,1
235,3,45.7,77.37,-0.998,0.0,0.0,1.0,1.02,0
236,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
236,1,123.18,36.52,0.546,0.999,0.0,0.056,0.117,1
236,2,25.69,35.91,0.481,1.0,0.0,0.034,0.111,8
236,3,46.16,76.64,-0.925,0.0,0.0,1.0,0.86,0
237,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
237,1,123.29,36.55,0.555,0.999,0.0,0.053,0.117,8
237,2,25.8,35.92,0.486,1.0,0.0,0.034,0.111,8
237,3,46.59,76.08,-0.835,0.012,0.0,1.0,0.7,0
238,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
238,1,123.41,36.59,0.563,0.999,0.0,0.051,0.117,1
238,2,25.91,35.93,0.492,1.0,0.0,0.035,0.111,1
238,3,46.95,75.68,-0.728,0.08,0.0,1.0,0.54,0
239,0,51.61,98.88,-2.226,0.0,0.0,0.0,0.0,0
239,1,123.52,36.63,0.571,0.999,0.0,0.05,0.117,1
239,2,26.02,35.94,0.497,1.0,0.0,0.035,0.111,8
239,3,47.23,75.43,-0.603,0.17,0.0,1.0,0.38,0
240,0,51.54,98.78,-2.208,0.264,0.0,1.0,0.12,0
240,1,123.52,36.63,0.596,0.0,0.0,1.0,0.0,0
240,2,26.02,35.94,0.485,0.0,0.0,-1.0,0.0,8
240,3,47.64,75.15,-0.495,0.894,0.0,0.665,0.5,0
241,0,51.4,98.59,-2.173,0.278,0.0,1.0,0.24,0
241,1,123.52,36.63,0.639,0.0,0.0,1.0,0.0,0
241,2,26.02,35.94,0.456,0.0,0.0,-1.0,0.0,8
241,3,48.19,74.85,-0.405,0.933,0.0,0.524,0.62,0
242,0,51.19,98.29,-2.121,0.304,0.0,1.0,0.36,0
242,1,123.52,36.63,0.699,0.0,0.0,1.0,0.0,0
242,2,26.02,35.94,0.409,0.0,0.0,-1.0,0.0,8
242,3,48.87,74.56,-0.333,0.959,0.0,0.409,0.74,0
243,0,50.94,97.88,-2.051,0.344,0.0,1.0,0.48,0
243,1,123.52,36.63,0.777,0.0,0.0,1.0,0.0,0
243,2,26.02,35.94,0.344,0.0,0.0,-1.0,0.0,8
243,3,49.68,74.28,-0.278,0.975,0.0,0.318,0.86,0
244,0,50.67,97.36,-1.963,0.397,0.0,1.0,0.595,0
244,1,123.52,36.63,0.872,0.0,0.0,1.0,0.0,0
244,2,26.02,35.94,0.262,0.0,0.0,-1.0,0.0,8
244,3,50.62,74.01,-0.238,0.985,0.0,0.252,0.98,0
245,0,50.41,96.72,-1.858,0.461,0.0,1.0,0.692,0
245,1,123.52,36.63,0.985,0.0,0.0,1.0,0.0,0
245,2,26.02,35.94,0.163,0.0,0.0,-1.0,0.0,8
245,3,51.69,73.75,-0.206,0.99,0.0,0.207,1.1,0
246,0,50.18,95.95,-1.736,0.536,0.0,1.0,0.804,0
246,1,123.52,36.63,1.115,0.0,0.0,1.0,0.0,0
246,2,26.02,35.94,0.045,0.0,0.0,-1.0,0.0,8
246,3,52.89,73.5,-0.179,0.993,0.0,0.171,1.22,0
247,0,50.03,95.04,-1.596,0.619,0.0,1.0,0.924,0
247,1,123.52,36.63,1.263,0.0,0.0,1.0,0.0,0
247,2,26.02,35.94,-0.089,0.0,0.0,-1.0,0.0,8
247,3,54.2,73.26,-0.156,0.995,0.0,0.144,1.34,0
248,0,50.0,93.99,-1.438,0.706,0.0,1.0,1.044,0
248,1,123.52,36.63,1.42,0.0,0.0,1.0,0.0,0
248,2,26.02,35.94,-0.241,0.0,0.0,-1.0,0.0,8
248,3,55.65,73.04,-0.137,0.996,0.0,0.122,1.46,0
249,0,50.15,92.84,-1.292,0.794,0.0,0.933,1.164,0
249,1,123.52,36.63,1.577,0.0,0.0,1.0,0.0,0
249,2,26.04,35.94,-0.398,0.011,0.0,-1.0,0.017,0
249,3,57.13,72.83,-0.121,0.997,0.0,0.106,1.496,0
250,0,50.51,91.6,-1.163,0.863,0.0,0.757,1.284,0
250,1,123.52,36.63,1.734,0.0,0.0,1.0,0.0,0
250,2,26.17,35.89,-0.555,0.166,0.0,-1.0,0.137,0
250,3,58.61,72.65,-0.106,0.998,0.0,0.093,1.497,0
251,0,51.05,90.35,-1.051,0.912,0.0,0.605,1.368,0
251,1,123.52,36.63,1.891,0.0,0.0,1.0,0.0,0
251,2,26.38,35.75,-0.712,0.307,0.0,-1.0,0.257,0
251,3,59.51,72.52,-0.093,0.998,0.0,0.082,0.906,8
252,0,51.75,89.12,-0.957,0.945,0.0,0.474,1.418,0
252,1,123.52,36.63,2.048,0.0,0.0,1.0,0.0,0
252,2,26.67,35.5,-0.869,0.433,0.0,-1.0,0.377,0
252,3,59.51,72.51,-0.082,0.999,0.0,0.074,0.006,1
253,0,52.59,87.93,-0.881,0.968,0.0,0.365,1.451,0
253,1,123.5,36.63,2.205,0.075,0.0,1.0,0.015,1
253,2,26.99,35.12,-1.026,0.544,0.0,-1.0,0.497,0
253,3,59.51,72.51,-0.072,0.999,0.0,0.058,0.005,8
254,0,53.53,86.8,-0.821,0.981,0.0,0.276,1.472,0
254,1,123.47,36.61,2.362,0.23,0.0,1.0,0.034,8
254,2,27.31,34.6,-1.184,0.639,0.0,-1.0,0.617,0
254,3,59.51,72.5,-0.065,0.999,0.0,0.046,0.004,1
255,0,54.36,86.18,-0.78,0.989,0.0,0.209,1.039,1
255,1,123.42,36.6,2.519,0.379,0.0,1.0,0.052,1
255,2,27.59,33.91,-1.341,0.724,0.0,-1.0,0.737,0
255,3,59.5,72.09,-0.06,1.0,0.0,0.036,0.416,10
256,0,54.43,86.15,-0.756,0.995,0.0,0.147,0.073,1
256,1,123.36,36.57,2.677,0.519,0.0,1.0,0.069,1
256,2,27.78,33.08,-1.483,0.805,0.0,-0.908,0.857,0
256,3,59.5,72.03,-0.048,0.999,0.0,0.075,0.055,3
257,0,54.5,86.12,-0.738,0.997,0.0,0.111,0.074,1
257,1,123.28,36.55,2.834,0.646,0.0,1.0,0.084,1
257,2,27.87,32.11,-1.608,0.814,0.0,-0.749,0.977,0
257,3,59.5,71.98,-0.038,0.999,0.0,0.065,0.053,3
258,0,54.57,86.09,-0.725,0.998,0.0,0.085,0.076,1
258,1,123.18,36.52,2.991,0.758,0.0,1.0,0.097,8
258,2,27.83,31.01,-1.716,0.783,0.0,-0.61,1.097,0
258,3,59.5,71.93,-0.029,0.999,0.0,0.056,0.053,11
259,0,54.64,86.06,-0.715,0.999,0.0,0.064,0.077,1
259,1,123.08,36.48,3.13,0.85,0.0,0.792,0.107,8
259,2,27.67,29.94,-1.806,0.722,0.0,-0.488,1.083,0
259,3,59.5,71.87,-0.021,0.999,0.0,0.05,0.052,3
260,0,54.71,86.04,-0.707,0.999,0.0,0.048,0.078,1
260,1,122.97,36.45,-3.031,0.915,0.0,0.593,0.114,1
260,2,27.44,28.99,-1.879,0.648,0.0,-0.378,0.972,0
260,3,59.5,71.82,-0.014,1.0,0.0,0.044,0.051,10
261,0,54.79,86.01,-0.702,1.0,0.0,0.036,0.079,1
261,1,122.86,36.41,-2.926,0.957,0.0,0.419,0.118,8
261,2,27.18,28.17,-1.934,0.574,0.0,-0.282,0.861,0
261,3,59.5,71.77,-0.008,1.0,0.0,0.04,0.051,10
262,0,54.86,85.98,-0.697,1.0,0.0,0.026,0.079,1
262,1,122.75,36.38,-2.839,0.982,0.0,0.27,0.12,1
262,2,26.91,27.47,-1.972,0.504,0.0,-0.204,0.756,0
262,3,59.5,71.72,-0.002,1.0,0.0,0.037,0.051,4
263,0,54.94,85.96,-0.694,1.0,0.0,0.019,0.08,1
263,1,122.63,36.34,-2.77,0.995,0.0,0.146,0.12,0
263,2,26.65,26.86,-1.995,0.441,0.0,-0.148,0.661,0
263,3,59.5,71.67,0.004,1.0,0.0,0.035,0.05,3
264,0,55.01,85.93,-0.692,1.0,0.0,0.013,0.081,1
264,1,122.41,36.26,-2.717,0.999,0.0,0.047,0.24,0
264,2,26.42,26.33,-2.013,0.386,0.0,-0.116,0.579,0
264,3,59.51,71.62,0.009,1.0,0.0,0.033,0.05,3
265,0,55.09,85.9,-0.691,1.0,0.0,0.008,0.081,1
265,1,122.08,36.11,-2.683,1.0,0.0,-0.027,0.36,0
265,2,26.2,25.88,-2.021,0.336,0.0,-0.046,0.504,0
265,3,59.51,71.57,0.014,1.0,0.0,0.031,0.05,4
266,0,55.17,85.88,-0.691,1.0,0.0,0.004,0.082,1
266,1,121.65,35.89,-2.666,0.999,0.0,-0.076,0.48,0
266,2,26.01,25.49,-2.026,0.286,0.0,-0.036,0.429,0
266,3,59.51,71.52,0.018,1.0,0.0,0.03,0.05,10
267,0,55.24,85.85,-0.69,1.0,0.0,0.002,0.082,1
267,1,121.12,35.62,-2.666,0.997,0.0,-0.102,0.6,0
267,2,25.85,25.16,-2.031,0.243,0.0,-0.028,0.365,0
267,3,59.51,71.47,0.023,1.0,0.0,0.029,0.05,3
268,0,55.32,85.82,-0.69,1.0,0.0,-0.001,0.083,1
268,1,120.48,35.29,-2.683,0.997,0.0,-0.104,0.72,0
268,2,25.72,24.88,-2.034,0.207,0.0,-0.021,0.311,0
268,3,59.51,71.42,0.027,1.0,0.0,0.028,0.05,3
269,0,55.4,85.8,-0.691,1.0,0.0,-0.002,0.083,1
269,1,119.72,34.92,-2.696,0.998,0.0,-0.083,0.84,0
269,2,25.6,24.65,-2.036,0.176,0.0,-0.015,0.264,0
269,3,59.52,71.37,0.031,1.0,0.0,0.027,0.049,5
270,0,55.48,85.77,-0.691,1.0,0.0,-0.004,0.084,1
270,1,118.86,34.5,-2.706,0.999,0.0,-0.067,0.96,0
270,2,25.5,24.45,-2.038,0.15,0.0,-0.01,0.225,0
270,3,59.52,71.32,0.036,1.0,0.0,0.027,0.049,3
271,0,55.56,85.74,-0.692,1.0,0.0,-0.005,0.084,1
271,1,117.88,34.05,-2.715,0.999,0.0,-0.055,1.08,0
271,2,25.41,24.27,-2.039,0.128,0.0,-0.005,0.192,0
271,3,59.52,71.27,0.04,1.0,0.0,0.026,0.049,3
272,0,55.64,85.71,-0.693,1.0,0.0,-0.006,0.084,1
272,1,116.78,33.55,-2.722,1.0,0.0,-0.045,1.2,0
272,2,25.34,24.13,-2.039,0.109,0.0,-0.001,0.163,0
272,3,59.52,71.22,0.044,1.0,0.0,0.026,0.049,3
273,0,55.72,85.68,-0.694,1.0,0.0,-0.006,0.085,1
273,1,115.58,33.01,-2.728,1.0,0.0,-0.037,1.32,0
273,2,25.27,24.0,-2.039,0.093,0.0,0.003,0.139,0
273,3,59.53,71.18,0.048,1.0,0.0,0.026,0.049,4
274,0,55.8,85.65,-0.695,1.0,0.0,-0.007,0.085,1
274,1,114.26,32.43,-2.732,1.0,0.0,-0.031,1.44,0
274,2,25.22,23.9,-2.038,0.079,0.0,0.006,0.119,0
274,3,59.53,71.13,0.052,1.0,0.0,0.026,0.049,10
275,0,55.88,85.62,-0.696,1.0,0.0,-0.007,0.085,1
275,1,112.89,31.84,-2.737,1.0,0.0,-0.026,1.5,0
275,2,25.17,23.81,-2.036,0.068,0.0,0.009,0.102,0
275,3,59.53,71.08,0.056,1.0,0.0,0.026,0.049,4
276,0,55.96,85.6,-0.698,1.0,0.0,-0.008,0.086,1
276,1,111.51,31.25,-2.74,1.0,0.0,-0.023,1.5,0
276,2,25.14,23.73,-2.034,0.058,0.0,0.012,0.087,0
276,3,59.54,71.03,0.06,1.0,0.0,0.025,0.049,3
277,0,56.04,85.57,-0.699,1.0,0.0,-0.008,0.086,1
277,1,110.13,30.66,-2.743,1.0,0.0,-0.019,1.5,0
277,2,25.14,23.73,-2.034,0.0,0.0,0.0,0.0,0
277,3,59.54,70.98,0.064,1.0,0.0,0.025,0.049,11
278,0,56.12,85.53,-0.7,1.0,0.0,-0.008,0.086,1
278,1,108.74,30.08,-2.746,1.0,0.0,-0.017,1.5,0
278,2,25.14,23.73,-2.034,0.0,0.0,0.0,0.0,0
278,3,59.55,70.93,0.068,1.0,0.0,0.025,0.049,11
279,0,56.2,85.5,-0.701,1.0,0.0,-0.008,0.087,1
279,1,107.51,29.56,-2.731,0.0,0.0,1.0,1.34,0
279,2,25.14,23.73,-2.034,0.0,0.0,0.0,0.0,0
279,3,59.55,70.88,0.072,1.0,0.0,0.025,0.049,4
280,0,56.28,85.47,-0.703,1.0,0.0,-0.008,0.086,1
280,1,107.22,29.41,-2.699,0.0,0.0,1.0,0.322,8
280,2,25.14,23.73,-2.017,0.0,0.0,1.0,0.0,0
280,3,59.55,70.84,0.093,0.0,0.0,1.0,0.047,9
281,0,56.36,85.44,-0.704,1.0,0.0,-0.009,0.087,1
281,1,107.22,29.41,-2.649,0.0,0.0,1.0,0.0,8
281,2,25.14,23.73,-1.982,0.0,0.0,1.0,0.0,0
281,3,59.56,70.79,0.132,0.0,0.0,1.0,0.047,4
282,0,56.45,85.41,-0.705,1.0,0.0,-0.009,0.087,1
282,1,107.22,29.41,-2.581,0.0,0.0,1.0,0.0,8
282,2,25.14,23.73,-1.929,0.0,0.0,1.0,0.0,0
282,3,59.56,70.74,0.189,0.0,0.0,1.0,0.047,2
283,0,56.53,85.38,-0.707,1.0,0.0,-0.009,0.087,1
283,1,107.22,29.41,-2.497,0.0,0.0,1.0,0.0,8
283,2,25.14,23.73,-1.859,0.0,0.0,1.0,0.0,0
283,3,59.57,70.69,0.263,0.0,0.0,1.0,0.047,2
284,0,56.61,85.36,-0.708,1.0,0.0,-0.009,0.085,1
284,1,107.22,29.41,-2.394,0.0,0.0,1.0,0.0,8
284,2,25.14,23.73,-1.772,0.0,0.0,1.0,0.0,0
284,3,59.57,70.65,0.354,0.036,0.0,1.0,0.043,11
285,0,56.69,85.34,-0.71,1.0,0.0,-0.009,0.081,1
285,1,107.22,29.41,-2.274,0.0,0.0,1.0,0.0,8
285,2,25.14,23.73,-1.667,0.0,0.0,1.0,0.0,0
285,3,59.58,70.62,0.463,0.127,0.0,1.0,0.032,4
286,0,56.77,85.33,-0.711,1.0,0.0,-0.01,0.079,1
286,1,107.22,29.41,-2.137,0.0,0.0,1.0,0.0,8
286,2,25.14,23.73,-1.544,0.0,0.0,1.0,0.0,0
286,3,59.58,70.59,0.59,0.235,0.0,1.0,0.026,4
287,0,56.84,85.32,-0.713,1.0,0.0,-0.011,0.077,1
287,1,107.22,29.41,-1.982,0.0,0.0,1.0,0.0,8
287,2,25.14,23.73,-1.404,0.0,0.0,1.0,0.0,0
287,3,59.58,70.58,0.734,0.355,0.0,1.0,0.019,3
288,0,56.92,85.33,-0.715,1.0,0.0,-0.012,0.076,1
288,1,107.22,29.41,-1.825,0.0,0.0,1.0,0.0,8
288,2,25.16,23.61,-1.247,0.122,0.0,1.0,0.12,0
288,3,59.58,70.56,0.891,0.486,0.0,1.0,0.011,3
289,0,56.99,85.33,-0.717,1.0,0.0,-0.013,0.076,1
289,1,107.22,29.41,-1.668,0.0,0.0,1.0,0.0,8
289,2,25.23,23.38,-1.09,0.271,0.0,1.0,0.24,0
289,3,59.58,70.56,1.048,0.617,0.0,1.0,0.004,4
290,0,57.07,85.35,-0.719,1.0,0.0,-0.014,0.076,1
290,1,107.22,29.41,-1.511,0.0,0.0,1.0,0.0,8
290,2,25.4,23.07,-0.933,0.409,0.0,1.0,0.36,0
290,3,59.58,70.56,1.205,0.732,0.0,1.0,0.002,4
291,0,57.14,85.37,-0.721,1.0,0.0,-0.015,0.077,1
291,1,107.22,29.41,-1.354,0.0,0.0,1.0,0.0,8
291,2,25.68,22.68,-0.776,0.535,0.0,1.0,0.48,0
291,3,59.58,70.57,1.344,0.83,0.0,0.846,0.007,11
292,0,57.22,85.39,-0.724,1.0,0.0,-0.016,0.077,1
292,1,107.22,29.41,-1.197,0.0,0.0,1.0,0.0,8
292,2,26.11,22.26,-0.619,0.647,0.0,1.0,0.6,0
292,3,59.58,70.58,1.466,0.899,0.0,0.647,0.011,4
293,0,57.29,85.42,-0.727,1.0,0.0,-0.017,0.078,1
293,1,107.27,29.3,-1.04,0.092,0.0,1.0,0.12,1
293,2,26.7,21.84,-0.462,0.745,0.0,1.0,0.72,0
293,3,59.58,70.59,1.571,0.946,0.0,0.472,0.013,10
294,0,57.36,85.44,-0.729,1.0,0.0,-0.018,0.078,1
294,1,107.33,29.2,-0.883,0.24,0.0,1.0,0.12,0
294,2,27.45,21.47,-0.322,0.828,0.0,0.851,0.84,0
294,3,59.58,70.61,1.658,0.975,0.0,0.323,0.014,3
295,0,57.44,85.47,-0.732,1.0,0.0,-0.019,0.078,1
295,1,107.48,29.01,-0.726,0.383,0.0,1.0,0.24,0
295,2,28.36,21.16,-0.2,0.888,0.0,0.683,0.96,0
295,3,59.58,70.62,1.728,0.99,0.0,0.199,0.014,4
296,0,57.51,85.49,-0.736,1.0,0.0,-0.02,0.079,1
296,1,107.75,28.77,-0.569,0.512,0.0,1.0,0.36,0
296,2,29.42,20.95,-0.096,0.929,0.0,0.54,1.08,0
296,3,59.57,70.63,1.78,0.998,0.0,0.099,0.014,1
297,0,57.59,85.52,-0.739,1.0,0.0,-0.02,0.079,1
297,1,108.15,28.51,-0.411,0.627,0.0,1.0,0.48,0
297,2,30.61,20.83,-0.009,0.957,0.0,0.42,1.2,0
297,3,59.56,70.65,1.814,1.0,0.0,0.025,0.017,1
298,0,57.66,85.54,-0.742,1.0,0.0,-0.021,0.079,1
298,1,108.7,28.27,-0.254,0.727,0.0,1.0,0.6,0
298,2,31.93,20.82,0.061,0.975,0.0,0.323,1.32,0
298,3,59.55,70.66,1.831,1.0,0.0,-0.025,0.02,1
