decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
80,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,47.4,42.2,122,3,95.0,40.0,0,78,-78,-2.3629,ctrl_opp=-3.000,16.7,0,13,1558.2
81,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1558.3
82,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,40.1,360,3,95.0,40.0,0,78,-78,-2.4179,ctrl_opp=-3.000,16.7,0,13,1568.2
83,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1568.4
84,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,47.4,42.2,122,3,95.0,40.0,0,78,-78,-2.3629,ctrl_opp=-3.000,16.7,0,13,1567.0
85,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1567.1
86,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,40.1,360,3,95.0,40.0,0,78,-78,-2.4179,ctrl_opp=-3.000,16.7,0,13,1582.7
87,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1582.8
88,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,47.4,42.2,122,3,95.0,40.0,0,78,-78,-2.3629,ctrl_opp=-3.000,16.7,0,13,1575.5
89,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1575.6
90,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,40.1,360,3,95.0,40.0,0,78,-78,-2.4179,ctrl_opp=-3.000,16.7,0,13,1576.7
91,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1576.8
92,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,37.8,299,3,95.0,40.0,0,78,-78,-2.5429,ctrl_opp=-3.000,2.3,1,13,1056.0
93,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1056.2
94,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,37.8,318,3,95.0,40.0,0,78,-78,-2.5429,ctrl_opp=-3.000,0.1,1,13,1023.7
95,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1023.9
96,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,38.0,317,3,95.0,40.0,0,78,-78,-2.5429,ctrl_opp=-3.000,0.2,1,13,1022.3
97,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1022.4
